Title,Authors,"Year Published","Library Categories",Permalink,Status,"Publication File"
"The complete botanical prescriber","John A. Sherman",1979,,https://worldherblibrary.org/?post_type=whl_catalog&p=325,draft,https://api.worldherblibrary.org/pdf/The_Complete_Botanical_Prescriber_John_A_Sherman_458p.pdf
"The Complete Distiller","A. cooper",1856,"Essential Oils, Perfumes",https://worldherblibrary.org/catalog/the-complete-distiller/,publish,https://api.worldherblibrary.org/pdf/The-complete-distiller.-Containing-I.-The-method-of-performing-the-various-processes-of-distillation-compressed.pdf
"The Complete Florist",J.M.Sanderson,1887,Gardening,https://worldherblibrary.org/catalog/the-complete-florist/,publish,https://api.worldherblibrary.org/pdf/Complete-Florist-compressed.pdf
"The complete herbal 1835","Culpepper, Nicholas",1835,"Nicholas Culpeper",https://worldherblibrary.org/catalog/the-complete-herbal-1835/,publish,https://api.worldherblibrary.org/pdf/The-complete-herbal-1835-compressed.pdf
"The Complete Herbalist","Prof o Phelps brown",1885,"Herbal Medicine",https://worldherblibrary.org/catalog/the-complete-herbalist/,publish,https://api.worldherblibrary.org/pdf/The-complete-herbalist-compressed.pdf
"The complete illustrated book of dyes from natural sources",,19740000,,https://worldherblibrary.org/?post_type=whl_catalog&p=14882,draft,https://api.worldherblibrary.org/pdf/The_Complete_Illustrated_Book_of_Dyes_from_Natural_Sources_Arnold_and_Connie_Krochmal_290p_.pdf
"The Complete Medical Pocket-Formulary and Physician’s Vade-Mecum","Henry Tucker Tucker, James Cornelius Wilson Wilson",2016,,https://worldherblibrary.org/catalog/the-complete-medical-pocket-formulary-and-physicians-vade-mecum/,publish,https://api.worldherblibrary.org/pdf/The-complete-medical-pocket-formulary-and-physician_s-vade-mecum-compressed.pdf
"The Complete Mical Pocket – Formulary And Physician’s Vade – Mecum","J. C. Wilson",1849,Formulary,https://worldherblibrary.org/catalog/the-complete-mical-pocket-formulary-and-physicians-vade-mecum/,publish,https://api.worldherblibrary.org/pdf/The-complete-medical-pocket-formulary-and-physician_s-vade-mecum-compressed-1.pdf
"The Complete Practical Distiller","Marcus La Faytte Byrn",1842,"Essential Oils, Perfumes",https://worldherblibrary.org/catalog/the-complete-practical-distiller/,publish,https://api.worldherblibrary.org/pdf/The-complete-practical-distiller-compressed.pdf
"The constitution, rules and regulations to be adopted and practiced by the members of the Friendly Botanic Society in New Hampshire and Massachusetts- together with the preparation of medicine","Samuel Thomson",1815,"Herbal Medicine",https://worldherblibrary.org/catalog/the-constitution-rules-and-regulations-to-be-adopted-and-practiced-by-the-members-of-the-friendly-botanic-society-in-new-hampshire-and-massachusetts-together-with-the-preparation-of-medicine/,publish,https://api.worldherblibrary.org/pdf/The-constitution-rules-and-regulations-to-be-adopted-and-practiced-by-the-members-of-the-Friendly-Botanic-Society-in-New-Hampshire-and-Massachusetts-together-with-the-preparation-of-medicine-.pdf
"The Cottage Physician","Thomas Faulkner,J.H Carmichel",1885,"Herbal Medicine",https://worldherblibrary.org/catalog/the-cottage-physician/,publish,https://api.worldherblibrary.org/pdf/The-cottage-physician-compressed.pdf
"The cream of beauty","H.Stanley Redgrove",1880,"Essential Oils, Perfumes",https://worldherblibrary.org/catalog/the-cream-of-beauty/,publish,https://api.worldherblibrary.org/pdf/The-cream-of-beauty-compressed.pdf
"The Critique Homeopathy Vol 10","S. S. Smythe, M. D., J. W. Mastin, M. D., and J. Wylie Anderson, M. D.",1903,Homeopathy,https://worldherblibrary.org/catalog/the-critique-homeopathy-vol-10/,publish,https://api.worldherblibrary.org/pdf/Critique-vol-10-compressed.pdf
"The Critique Homeopathy Vol 11","James William Mastin, M. D.",1904,Homeopathy,https://worldherblibrary.org/catalog/the-critique-homeopathy-vol-11/,publish,https://api.worldherblibrary.org/pdf/Critique-vol-11-compressed.pdf
"The Critique Homeopathy Vol 12","James William Mastin, M. D.",1905,Homeopathy,https://worldherblibrary.org/catalog/the-critique-homeopathy-vol-12/,publish,https://api.worldherblibrary.org/pdf/Critique-vol-12-compressed.pdf
"The Critique Homeopathy Vol 13","James William Mastin, M. D.",1906,Homeopathy,https://worldherblibrary.org/catalog/the-critique-homeopathy-vol-13/,publish,https://api.worldherblibrary.org/pdf/Critique-vol-13-compressed.pdf
"The Critique Homeopathy Vol 14","James William Mastin, M. D.",1907,Homeopathy,https://worldherblibrary.org/catalog/the-critique-homeopathy-vol-14/,publish,https://api.worldherblibrary.org/pdf/Critique-vol-14-compressed.pdf
"The Critique Homeopathy Vol 15","James William Mastin, M. D.",1908,Homeopathy,https://worldherblibrary.org/catalog/the-critique-homeopathy-vol-15/,publish,https://api.worldherblibrary.org/pdf/Critique-vol-15-compressed.pdf
"The Critique Homeopathy Vol 16","James William Mastin, M. D.",1909,Homeopathy,https://worldherblibrary.org/catalog/the-critique-homeopathy-vol-16/,publish,https://api.worldherblibrary.org/pdf/Critique-vol-16-compressed.pdf
"The Critique Homeopathy Vol 17","James William Mastin, M. D.",1910,Homeopathy,https://worldherblibrary.org/catalog/the-critique-homeopathy-vol-17/,publish,https://api.worldherblibrary.org/pdf/Critique-vo-17-compressed.pdf
"The Critique Homeopathy Vol 18","James William Mastin, M. D.",1911,Homeopathy,https://worldherblibrary.org/catalog/the-critique-homeopathy-vol-18/,publish,https://api.worldherblibrary.org/pdf/Critique-vol-18-compressed.pdf
"The Critique Homeopathy Vol 19","James William Mastin, M. D.",1912,Homeopathy,https://worldherblibrary.org/catalog/the-critique-homeopathy-vol-19/,publish,https://api.worldherblibrary.org/pdf/Critique-vol-19-compressed.pdf
"The Critique Homeopathy Vol 20 No. 1","James William Mastin, M. D.",1913,Homeopathy,https://worldherblibrary.org/catalog/the-critique-homeopathy-vol-20-no-1/,publish,https://api.worldherblibrary.org/pdf/Critique-vol-20-no-1-compressed.pdf
"The Critique Homeopathy Vol 20 No. 2","James William Mastin, M. D.",1913,Homeopathy,https://worldherblibrary.org/catalog/the-critique-homeopathy-vol-20-no-2/,publish,https://api.worldherblibrary.org/pdf/Critique-vol-20-no.-2-compressed.pdf
"The Critique Homeopathy Vol 20 No. 3","James William Mastin, M. D.",1913,Homeopathy,https://worldherblibrary.org/catalog/the-critique-homeopathy-vol-20-no-3/,publish,https://api.worldherblibrary.org/pdf/Critique-vol-20-no-3-compressed.pdf
"The Critique Homeopathy Vol 20 No. 4","James William Mastin, M. D.",1913,Homeopathy,https://worldherblibrary.org/catalog/the-critique-homeopathy-vol-20-no-4/,publish,https://api.worldherblibrary.org/pdf/Critique-vol-20-no-4-compressed.pdf
"The Critique Homeopathy Vol 20 No. 5","James William Mastin, M. D.",1913,Homeopathy,https://worldherblibrary.org/catalog/the-critique-homeopathy-vol-20-no-5/,publish,https://api.worldherblibrary.org/pdf/Critique-vol-20-no-5-compressed.pdf
"The Critique Homeopathy Vol 20 No. 6","James William Mastin, M. D.",1913,Homeopathy,https://worldherblibrary.org/catalog/the-critique-homeopathy-vol-20-no-6/,publish,https://api.worldherblibrary.org/pdf/Critique-vol-20-no.-6-compressed.pdf
"The Critique Homeopathy Vol 4","Samuel S. Smythe, M. D.",1897,Homeopathy,https://worldherblibrary.org/catalog/the-critique-homeopathy-vol-4/,publish,https://api.worldherblibrary.org/pdf/Critique-vol-4-compressed.pdf
"The Critique Homeopathy Vol 5","Samuel S. Smythe, M. D.",1898,Homeopathy,https://worldherblibrary.org/catalog/the-critique-homeopathy-vol-5/,publish,https://api.worldherblibrary.org/pdf/Critique-vol-5-compressed.pdf
"The Critique Homeopathy Vol 6","Samuel S. Smythe, M. D.",1899,Homeopathy,https://worldherblibrary.org/catalog/the-critique-homeopathy-vol-6/,publish,https://api.worldherblibrary.org/pdf/Critique-vol-6-compressed.pdf
"The Critique Homeopathy Vol 7","S. S. Smythe, M. D. and J. Wylie Anderson, M. D.",1900,Homeopathy,https://worldherblibrary.org/catalog/the-critique-homeopathy-vol-7/,publish,https://api.worldherblibrary.org/pdf/Critique-vol-7-compressed.pdf
"The Critique Homeopathy Vol 8","S. S. Smythe, M. D. and J. Wylie Anderson, M. D.",1901,Homeopathy,https://worldherblibrary.org/catalog/the-critique-homeopathy-vol-8/,publish,https://api.worldherblibrary.org/pdf/Critique-vol-8-compressed.pdf
"The Critique Homeopathy Vol 9","S. S. Smythe, M. D., J. W. Mastin, M. D., and J. Wylie Anderson, M. D.",1902,Homeopathy,https://worldherblibrary.org/catalog/the-critique-homeopathy-vol-9/,publish,https://api.worldherblibrary.org/pdf/Critique-vol-9-compressed.pdf
"The cultivation of hemp in the United States","Lyster H. Dewey",1910,Hemp,https://worldherblibrary.org/catalog/the-cultivation-of-hemp-in-the-united-states/,publish,https://api.worldherblibrary.org/pdf/The-cultivation-of-hemp-in-the-United-States.pdf
"The cultivation of mushrooms","B. M. Duggar",1916,Mushrooms,https://worldherblibrary.org/catalog/the-cultivation-of-mushrooms/,publish,https://api.worldherblibrary.org/pdf/The-cultivation-of-mushrooms-compressed.pdf
"The Curious Herbal","Elizabeth Blackwell",1901,,https://worldherblibrary.org/catalog/the-curious-herbal/,publish,https://api.worldherblibrary.org/pdf/A-curious-herbal-vol-1.pdf
"The curious herbal","Anne Constance Smedley Armfield",1922,Periodical,https://worldherblibrary.org/catalog/the-curious-herbal-2/,publish,https://api.worldherblibrary.org/pdf/The-Curious-Herbal-vol-1.-1pdf-compressed.pdf
"The Curious Herbal Vol II","Elizabeth Blackwell",1878,"Elizabeth Blackwell's The Curious Herbal, Herbals",https://worldherblibrary.org/catalog/the-curious-herbal-vol-ii/,publish,https://api.worldherblibrary.org/pdf/A-curious-herbal-vol-2.pdf
"The Curious Herbal Vol. 1 – Edition A","Elizabeth Blackwell",1737,Herbals,https://worldherblibrary.org/catalog/the-curious-herbal-vol-1-edition-a/,publish,https://api.worldherblibrary.org/pdf/A-Curious-Herbal-Containing-Five-Hundred-Cuts-Of-The-Most-Useful-Plants-E-Blackwell-1737-compressed.pdf
"The Curious Herbal Vol. 1 ? Edition B","Elizabeth Blackwell",1739,"Elizabeth Blackwell's The Curious Herbal, Herbals",https://worldherblibrary.org/catalog/the-curious-herbal-vol-1-edition-b/,publish,https://api.worldherblibrary.org/pdf/A-Curious-Herbal-Containing-Five-Hundred-Cuts-Of-The-Most-Useful-Plants-E-Blackwell-vol-1-compressed.pdf
"The Curious Herbal Vol. 1 ? Edition C","Elizabeth Blackwell",1751,"Elizabeth Blackwell's The Curious Herbal, Herbals",https://worldherblibrary.org/catalog/the-curious-herbal-vol-1-edition-c/,publish,https://api.worldherblibrary.org/pdf/A-Curious-Herbal-E-Blackwell-vol-1-compressed.pdf
"The Dandelion Celebration",,19050000,,https://worldherblibrary.org/?post_type=whl_catalog&p=14868,draft,https://api.worldherblibrary.org/pdf/The_Dandelion_Celebration_A_Guide_to_Unexpected_Cuisine_Peter_A_Gail_156p_1879863510.pdf
"The Different Forms of Flowers on Plants of the Same Species","Darwin, Charles",1900,Botany,https://worldherblibrary.org/catalog/the-different-forms-of-flowers-on-plants-of-the-same-species/,publish,https://api.worldherblibrary.org/pdf/The_Different_Forms_of_Flowers_on_Plants_of_the_Same_Species_Charles_Darwin.pdf
"The diseases of the liver 258p",,,,https://worldherblibrary.org/catalog/the-diseases-of-the-liver-258p/,publish,https://api.worldherblibrary.org/pdf/The-diseases-of-the-liver-258p-compressed.pdf
"The Diseases Of The Pancreas And Their Homoeopathic Treatment","A. R. Thomas",1882,Homeopathy,https://worldherblibrary.org/catalog/the-diseases-of-the-pancreas-and-their-homoeopathic-treatment/,publish,https://api.worldherblibrary.org/pdf/The-diseases-of-the-pancreas-and-their-homoeopathic-treatment-compressed.pdf
"The dispensatory of the Royal College of Physicians in London","John Quincy, M. D",1727,Dispensatory,https://worldherblibrary.org/catalog/the-dispensatory-of-the-royal-college-of-physicians-in-london/,publish,https://api.worldherblibrary.org/pdf/The-dispensatory-of-the-Royal-College-of-Physicians-in-London-compressed-2.pdf
"The dispensatory of the Royal College of Physicians, London, translated into English with remarks, etc","H. Pemberton, M. D., Profeffor of Phyſic in Greſham College, and F. R. S.",1746,Dispensatory,https://worldherblibrary.org/catalog/the-dispensatory-of-the-royal-college-of-physicians-london-translated-into-english-with-remarks-etc/,publish,https://api.worldherblibrary.org/pdf/The-dispensatory-of-the-Royal-College-of-Physicians-London-translated-into-English-with-remarks-etc-compressed-2.pdf
"The dispensatory of the United States of America","Franklin Bache, George B. Wood, Samuel Philip Sadtler",1834,,https://worldherblibrary.org/?post_type=whl_catalog&p=9651,draft,
"The dispensatory of the United States of America","Franklin Bache, George B. Wood, Samuel Philip Sadtler",1834,,https://worldherblibrary.org/?post_type=whl_catalog&p=10413,draft,
"The dispensatory of the United States of America","Franklin Bache, George B. Wood, Samuel Philip Sadtler",1834,,https://worldherblibrary.org/catalog/the-dispensatory-of-the-united-states-of-america/,publish,https://api.worldherblibrary.org/pdf/The_Dispensatory_of_the_United_States_of_America_George_B_Wood_1092p.pdf
"The dispensatory of the United States of America","Franklin Bache, George B. Wood, Samuel Philip Sadtler",1834,,https://worldherblibrary.org/?post_type=whl_catalog&p=3624,draft,
"The Dispensatory of the United States of America 1833 1st edition","George B. Wood, M.D., and Franklin Bache, M.D",1833,Dispensatory,https://worldherblibrary.org/catalog/the-dispensatory-of-the-united-states-of-america-1833-1st-edition/,publish,https://api.worldherblibrary.org/pdf/The-dispensatory-of-the-United-States-of-America-1833-1st-edition-compressed.pdf
"The Dispensatory of the United States of America 1834 2nd edition",,1834,Dispensatory,https://worldherblibrary.org/catalog/the-dispensatory-of-the-united-states-of-america-1834-2nd-edition/,publish,https://api.worldherblibrary.org/pdf/The-dispensatory-of-the-United-States-of-America-1834-2nd-ed.-compressed.pdf
"The Dispensatory of the United States of America 1854 10th edition",,1854,Dispensatory,https://worldherblibrary.org/catalog/the-dispensatory-of-the-united-states-of-america-1854-10th-edition/,publish,https://api.worldherblibrary.org/pdf/The-dispensatory-of-the-United-States-of-America-1854-10th-ed-compressed.pdf
"The Dispensatory of the United States of America 1883 15th edition",,1883,Dispensatory,https://worldherblibrary.org/catalog/the-dispensatory-of-the-united-states-of-america-1883-15th-edition-2/,publish,https://api.worldherblibrary.org/pdf/The-dispensatory-of-the-United-States-of-America-1883-15th-ed.pdf
"The Dispensatory of The United States of America 21st Edition","Horatio C. Wood, Charles H. Lawall, and other contributors",1926,Dispensatory,https://worldherblibrary.org/catalog/the-dispensatory-of-the-united-states-of-america-21st-edition/,publish,https://api.worldherblibrary.org/pdf/The-Dispensatory-of-The-United-States-of-America-21st-Edition-1.pdf
"The Dispensatory of the United States of American, twentieth edition","Joseph P. Remington, Horatio C. Wood, Jr., Samuel P. Sadtler, Henry Kraemer, and John F. Anderson",1836,Dispensatory,https://worldherblibrary.org/catalog/the-dispensatory-of-the-united-states-of-american-twentieth-edition/,publish,https://api.worldherblibrary.org/pdf/The-Dispensatory-of-the-United-States-of-American-twentieth-edition-pdf-2.pdf
"The domestic medical guide – in two parts. Part I, The family dispensatory","Richard Reece . M.D.",1805,Dispensatory,https://worldherblibrary.org/catalog/the-domestic-medical-guide-in-two-parts-part-i-the-family-dispensatory/,publish,https://api.worldherblibrary.org/pdf/The-domestic-medical-guide-in-two-parts.-Part-I-The-family-dispensatory-compressed.pdf
"The Doses And “Provings” Of Homoeopathy","W. Braithwaite",1859,Homeopathy,https://worldherblibrary.org/catalog/the-doses-and-provings-of-homoeopathy/,publish,https://api.worldherblibrary.org/pdf/The-doses-and-_provings_of-homoeopathy-compressed.pdf
"The drug plants of Illinois","Leo Roy Tehon",1951,,https://worldherblibrary.org/?post_type=whl_catalog&p=281,draft,https://api.worldherblibrary.org/pdf/The_Drug_Plants_of_Illinois_Leo_R_Tehon_144p.pdf
"The drug plants of Illinois","Leo Roy Tehon",1951,,https://worldherblibrary.org/catalog/the-drug-plants-of-illinois-2/,publish,https://api.worldherblibrary.org/pdf/The%20Drug%20Plants%20of%20Illinois%20Leo%20R%20Tehon%20144p.pdf
"The Druggist’s Circular and Chemical Gazette","Druggists' Circular",1900,Pharmacy,https://worldherblibrary.org/catalog/the-druggists-circular-and-chemical-gazette-2/,publish,https://api.worldherblibrary.org/pdf/The-Druggists-Circular-and-Chemical-Gazette-592p-compressed-compressed.pdf
"The Druggist’s Circular Formula Book","Druggists' Circular",1890,"Essential Oils, Perfumes",https://worldherblibrary.org/catalog/the-druggists-circular-formula-book/,publish,https://api.worldherblibrary.org/pdf/The-Druggists-circular-formula-book-compressed.pdf
"The Druggist’s General Receipt Book","Henry Beasley",1850,"Family Botanical Guides",https://worldherblibrary.org/catalog/the-druggists-general-receipt-book/,publish,https://api.worldherblibrary.org/pdf/The-druggist_s-general-receipt-book-by-Beasley-Henry-compressed.pdf
"The Druggist’s General Receipt Book (later edition)","Henry Beasley",1869,"Essential Oils, Perfumes",https://worldherblibrary.org/catalog/the-druggist_s-general-receipt-book/,publish,https://api.worldherblibrary.org/pdf/the-druggist_s-general-receipt-book-compressed.pdf
"The Druggists Circular",,1804,Pharmacy,https://worldherblibrary.org/?post_type=whl_catalog&p=1908,draft,
"The Druggists Circular and Chemical Gazette",NA,,,https://worldherblibrary.org/catalog/the-druggists-circular-and-chemical-gazette/,publish,https://api.worldherblibrary.org/pdf/The_Druggists_Circular_and_Chemical_Gazette_592p.pdf
"The Druggists Circular index for vol 38 1804",NA,,,https://worldherblibrary.org/?post_type=whl_catalog&p=515,draft,https://api.worldherblibrary.org/pdf/The_Druggists_Circular_index_for_vol_38_1804_596p.pdf
"The Dyer’s Guide – Being A Compendium Of The Art Of Dyeing Linen, Cotton, Silk, Wool, Muslin, Dresses","Thomas Packer",1830,"Dye Plants",https://worldherblibrary.org/catalog/the-dyers-guide-being-a-compendium-of-the-art-of-dyeing-linen-cotton-silk-wool-muslin-dresses/,publish,https://api.worldherblibrary.org/pdf/The-dyer_s-guide-being-a-compendium-of-the-art-of-dyeing-linen-cotton-silk-wool-muslin-dresses-compressed.pdf
"The Early History Of Medicine In Philadelphia","George W. Norris",1886,History,https://worldherblibrary.org/catalog/the-early-history-of-medicine-in-philadelphia/,publish,https://api.worldherblibrary.org/pdf/The-early-history-of-medicine-in-Philadelphia.-By-George-W.-Norris-compressed.pdf
"The early history of medicine in Philadelphia. By George W. Norris …","George Washington Norris",1886,,https://worldherblibrary.org/catalog/the-early-history-of-medicine-in-philadelphia-by-george-w-norris/,publish,https://api.worldherblibrary.org/pdf/The-early-history-of-medicine-in-Philadelphia.-By-George-W.-Norris-compressed-1.pdf
"The early history of the medical profession in the County of Norfolk, Mass","Ebenezer Alden, Massachusetts Medical Society. Norfolk District",1853,,https://worldherblibrary.org/catalog/the-early-history-of-the-medical-profession-in-the-county-of-norfolk-mass-2/,publish,https://api.worldherblibrary.org/pdf/The-early-history-of-the-medical-profession-in-the-county-of-Norfolk-Mass-compressed-1.pdf
"The Early History Of The Medical Profession In The County Of Norfolk, Mass","Ebenezer Alden",1853,History,https://worldherblibrary.org/catalog/the-early-history-of-the-medical-profession-in-the-county-of-norfolk-mass/,publish,https://api.worldherblibrary.org/pdf/The-early-history-of-the-medical-profession-in-the-county-of-Norfolk-Mass-compressed.pdf
"The Eclectic And General Dispensatory","John King",1827,"Dispensatory, Eclectic Medicine",https://worldherblibrary.org/catalog/the-eclectic-and-general-dispensatory/,publish,https://api.worldherblibrary.org/pdf/The-eclectic-and-general-dispensatory-compressed.pdf
"The Eclectic and general dispensatory","Daniel Winder",1827,,https://worldherblibrary.org/catalog/the-eclectic-and-general-dispensatory-4/,publish,https://api.worldherblibrary.org/pdf/The-eclectic-and-general-dispensatory-compressed-1.pdf
"The Eclectic Family Physician","Dr. D. Dyer",1855,"Eclectic Medicine",https://worldherblibrary.org/catalog/the-eclectic-family-physician/,publish,https://api.worldherblibrary.org/pdf/The-eclectic-family-physician-compressed.pdf
"The Eclectic Journal Of Medicine","John Bell",1836,"Eclectic Medicine",https://worldherblibrary.org/catalog/the-eclectic-journal-of-medicine/,publish,https://api.worldherblibrary.org/pdf/Eclectic-journal-of-medicine-vol-1-compressed.pdf
"The Eclectic Journal Of Medicine","John Bell",1837,"Eclectic Medicine",https://worldherblibrary.org/catalog/the-eclectic-journal-of-medicine-2/,publish,https://api.worldherblibrary.org/pdf/Eclectic-journal-of-medicine-vol-2-compressed.pdf
"The Eclectic Journal Of Medicine Vol. 4","John Bell",1840,"Eclectic Medicine",https://worldherblibrary.org/catalog/the-eclectic-journal-of-medicine-vol-4/,publish,https://api.worldherblibrary.org/pdf/Eclectic-journal-of-medicine-vol-4-compressed.pdf
"The Eclectic Medical Gleaner Vol. 14, original series","Harvey Wickes Felter",1903,"Eclectic Medicine",https://worldherblibrary.org/catalog/the-eclectic-medical-gleaner-vol-14/,publish,https://api.worldherblibrary.org/pdf/Eclectic-medical-gleaner-v.14-1903-compressed.pdf
"The Eclectic Medical Gleaner Vol. 15","Harvey Wickes Felter",1904,"Eclectic Medicine",https://worldherblibrary.org/catalog/the-eclectic-medical-gleaner-vol-15/,publish,https://api.worldherblibrary.org/pdf/Eclectic-medical-gleaner-v.15-1904-compressed.pdf
"The Eclectic Medical Gleaner Vol. 2","Harvey Wickes Felter",1906,"Eclectic Medicine",https://worldherblibrary.org/catalog/the-eclectic-medical-gleaner-vol-2/,publish,https://api.worldherblibrary.org/pdf/The-Eclectic-medical-gleaner-V2-compressed.pdf
"The Eclectic Medical Gleaner Vol. 3","Harvey Wickes Felter",1907,"Eclectic Medicine",https://worldherblibrary.org/catalog/the-eclectic-medical-gleaner-vol-3/,publish,https://api.worldherblibrary.org/pdf/The-Eclectic-medical-gleaner-new-compressed.pdf
"The Eclectic Medical Gleaner Vol. 5, new series","Harvey Wickes Felter",1905,"Eclectic Medicine",https://worldherblibrary.org/catalog/the-eclectic-medical-gleaner-vol-5/,publish,https://api.worldherblibrary.org/pdf/Eclectic-medical-gleaner-n.s.-v.5-1909-compressed.pdf
"The Eclectic Medical Gleaner Vol. 8","Harvey Wickes Felter",1909,"Eclectic Medicine",https://worldherblibrary.org/catalog/the-eclectic-medical-gleaner-vol-8/,publish,https://api.worldherblibrary.org/pdf/Eclectic-medical-gleaner-v.8-no.5-1897-compressed.pdf
"The Eclectic Medical Journal","John M. Scudder M.D.",1883,"Eclectic Medical Journals",https://worldherblibrary.org/catalog/the-eclectic-medical-journal/,publish,https://api.worldherblibrary.org/pdf/The-Eclectic-medical-journal-1883-compressed.pdf
"The Eclectic Medical Journal 1837","John Bell",1837,"Eclectic Medical Journals",https://worldherblibrary.org/catalog/the-eclectic-medical-journal-1837/,publish,https://api.worldherblibrary.org/pdf/The-Eclectic-medical-journal-vol-1_1837-compressed.pdf
"The Eclectic Medical Journal 1838","John Bell",1838,"Eclectic Medical Journals",https://worldherblibrary.org/catalog/the-eclectic-medical-journal-1838/,publish,https://api.worldherblibrary.org/pdf/The-Eclectic-medical-journal-vol-2._1838pdf-compressed.pdf
"The Eclectic Medical Journal 1839","John Bell",1839,"Eclectic Medical Journals",https://worldherblibrary.org/catalog/the-eclectic-medical-journal-1839/,publish,https://api.worldherblibrary.org/pdf/The-Eclectic-medical-journal-vol-3._1839pdf-compressed.pdf
"The Eclectic Medical Journal 1840","John Bell",1840,"Eclectic Medical Journals",https://worldherblibrary.org/catalog/the-eclectic-medical-journal-1840/,publish,https://api.worldherblibrary.org/pdf/Eclectic-journal-of-medicine-1840-compressed.pdf
"The Eclectic Medical Journal 1849","Joseph R. Buchanan",1849,"Eclectic Medical Journals",https://worldherblibrary.org/catalog/the-eclectic-medical-journal-1849/,publish,https://api.worldherblibrary.org/pdf/Eclectic-Med-Journal-1849-compressed.pdf
"The Eclectic Medical Journal 1852","Joseph R. Buchanan",1852,"Eclectic Medical Journals",https://worldherblibrary.org/catalog/the-eclectic-medical-journal-1852/,publish,https://api.worldherblibrary.org/pdf/The-Eclectic-medical-journal-1852-compressed-pages-pages-deleted.pdf
"The Eclectic medical journal 1852",,,,https://worldherblibrary.org/catalog/the-eclectic-medical-journal-1852-2/,publish,https://api.worldherblibrary.org/pdf/The-Eclectic-medical-journal-1852-compressed.pdf
"The Eclectic medical journal 1853",,,,https://worldherblibrary.org/catalog/the-eclectic-medical-journal-1853-2/,publish,https://api.worldherblibrary.org/pdf/The-Eclectic-medical-journal-1853-compressed.pdf
"The Eclectic Medical Journal 1853","Joseph R. Buchanan",1853,"Eclectic Medical Journals",https://worldherblibrary.org/catalog/the-eclectic-medical-journal-1853/,publish,https://api.worldherblibrary.org/pdf/The-Eclectic-medical-journal-1853-compressed-pages-pages-deleted.pdf
"The Eclectic Medical Journal 1854","Joseph R. Buchanan",1854,"Eclectic Medical Journals",https://worldherblibrary.org/catalog/the-eclectic-medical-journal-1854/,publish,https://api.worldherblibrary.org/pdf/Eclectic-Medical-journal-1854-compressed-pages-pages-deleted.pdf
"The Eclectic Medical Journal 1857","Robert S. Newton",1857,"Eclectic Medical Journals",https://worldherblibrary.org/catalog/the-eclectic-medical-journal-1857/,publish,https://api.worldherblibrary.org/pdf/Eclectic-Medical-journal-1857-compressed-pages-pages-deleted.pdf
"The Eclectic Medical Journal 1860","Robert S. Newton",1860,"Eclectic Medical Journals",https://worldherblibrary.org/catalog/the-eclectic-medical-journal-1860/,publish,https://api.worldherblibrary.org/pdf/The-Eclectic-medical-journal-vol-19_1860-compressed-pages-pages-deleted.pdf
"The Eclectic Medical Journal 1861","Robert S. Newton",1861,"Eclectic Medical Journals",https://worldherblibrary.org/catalog/the-eclectic-medical-journal-1861/,publish,https://api.worldherblibrary.org/pdf/The-Eclectic-medical-journal-1861-compressed-pages-pages-deleted.pdf
"The Eclectic medical journal 1861",,,,https://worldherblibrary.org/catalog/the-eclectic-medical-journal-1861-2/,publish,https://api.worldherblibrary.org/pdf/The-Eclectic-medical-journal-1861-compressed.pdf
"The Eclectic Medical Journal 1869","John M. Scudder",1869,"Eclectic Medical Journals",https://worldherblibrary.org/catalog/the-eclectic-medical-journal-1869/,publish,https://api.worldherblibrary.org/pdf/Eclectic-med-Journal-1869-compressed-pages-deleted.pdf
"The Eclectic Medical Journal 1876","John M. Scudder",1876,"Eclectic Medical Journals",https://worldherblibrary.org/catalog/the-eclectic-medical-journal-1876/,publish,https://api.worldherblibrary.org/pdf/Eclectic-Medical-journal-1876-compressed-pages-2-pages-deleted.pdf
"The Eclectic Medical Journal 1880","John M. Scudder",1880,"Eclectic Medical Journals",https://worldherblibrary.org/catalog/the-eclectic-medical-journal-1880/,publish,https://api.worldherblibrary.org/pdf/The-Eclectic-medical-journal-vol-40_1880-compressed-pages-pages-deleted.pdf
"The Eclectic Medical Journal 1887","John M. Scudder",1887,"Eclectic Medical Journals",https://worldherblibrary.org/catalog/the-eclectic-medical-journal-1887/,publish,https://api.worldherblibrary.org/pdf/The-Eclectic-medical-journal-1887-compressed-pages-deleted.pdf
"The Eclectic medical journal 1887",,,,https://worldherblibrary.org/catalog/the-eclectic-medical-journal-1887-2/,publish,https://api.worldherblibrary.org/pdf/The-Eclectic-medical-journal-1887-compressed.pdf
"The Eclectic Medical Journal 1888","John M. Scudder",1888,"Eclectic Medical Journals",https://worldherblibrary.org/catalog/the-eclectic-medical-journal-1888/,publish,https://api.worldherblibrary.org/pdf/The-Eclectic-medical-journal-vol-43_1883-compressed-pages-deleted.pdf
"The Eclectic Medical Journal 1890","John M. Scudder",1890,"Eclectic Medical Journals",https://worldherblibrary.org/catalog/the-eclectic-medical-journal-1890/,publish,https://api.worldherblibrary.org/pdf/The-Eclectic-medical-journal-vol-50_1890-compressed-pages-2-pages-deleted.pdf
"The Eclectic Medical Journal 1894","John K. Scudder",1894,"Eclectic Medical Journals",https://worldherblibrary.org/catalog/the-eclectic-medical-journal-1894/,publish,https://api.worldherblibrary.org/pdf/Eclectic-Medical-journal-1894-compressed.pdf
